Name,이름
SIEGE_WarEnd_PCHealBuffID,공성전_전쟁종료버프(SIEGE_WarEnd_PCHealBuffID)
GUILD_Leader_Change_Mail,문주위임 우편(GUILD_Leader_Change_Mail)
GUILD_Skill_Use_Mail,문파기술 사용우편(GUILD_Skill_Use_Mail)
GuildEntrustSalesDefaultCount,확인필요(GuildEntrustSalesDefaultCount)
GuildGift_Maintain_Time,문파 선물 유지 시간(GuildGift_Maintain_Time)
GUILD_WAR_HPRecovery_BuffID,거점전 체력 30% 회복(GUILD_WAR_HPRecovery_BuffID)
GUILD_WAR_GuildChangeTime_BuffID,거점전 무적 1분(GUILD_WAR_GuildChangeTime_BuffID)
GuildHelpCount_EXP,문파 지원 경험치(GuildHelpCount_EXP)
Guild_War_Reward_StorageFullMailId,문파창고가득참메일(Guild_War_Reward_StorageFullMailId)
Guild_Max_Storage_BlackIron_notimail,문파 창고의 흑철 가득참(Guild_Max_Storage_BlackIron_notimail)
Guild_Master_Change_Time_Sec,문주위임 기간(Guild_Master_Change_Time_Sec)
Guild_Master_Change_StartServer_Delay_Sec,문주위임 대기 기간(Guild_Master_Change_StartServer_Delay_Sec)
ChannelId,지역
Ch_DefaultCount,기본 채널
Ch_DefaultAddcnt,확장 필요 인원
Ch_MaxCount,최대 채널
Sync_RecommendCount,권장 인원
Sync_MaxCount,최대 인원
IsWatingCh,대기열
SmeltingType,능력 타입
RewardBoxTotalCount,최대 상자 갯수
BoxDropChance_A,A그룹 드랍 확률
BoxDropChance_B,B그룹 드랍 확률
BoxDropCount_Max_A,A상자 최대 갯수
BoxDropCount_Max_B,B상자 최대 갯수
ObjectId_A,A 상자ID
ObjectId_B,B 상자ID
ObjectId_C,C 상자ID
PieTypeRewardBoxGroupId,그룹 아이디
RewardBoxDropCount,드랍할 박스 개수
RewardBoxDropChance,드랍 여부
DROP_REWARD_OBJECTGROUPID,드랍 상자 그룹ID
Object_Drop_Chance,확률
ObjectID,오브젝트
Drop_Reward_Object_GroupID,오브젝트 그룹 아이디
LocationX,X좌표
LocationY,Y좌표
LocationZ,Z좌표
SpawnRange,스폰범위
Drop_Reward_Object_GroupID,오브젝트 그룹 아이디
CollectIcon,등급
Aosvalue,구글 가격
Iosvalue,애플 가격
Samsungvalue,삼성스토어 가격
Onevalue,원스토어 가격
GoodsId,상품 아이디
TabId,상품이 적용되는 TAP 아이디
GoodsType,상품 타입
FrontGoodsId,구매시 구매 가능한 상품ID
ExplainStrId,상품 설명
GoodsCommodityId,지급 품목
GoodsValue,지급 품목 개수
BonusType1,보너스 타입 1
BonusId1,보너스 품목 #1
BonusCount1,보너스 개수 1
BonusType2,보너스 타입 2
BonusId2,보너스 품목 #2
BonusCount2,보너스 개수 2
BonusType3,보너스 타입 3
BonusId3,보너스 품목 #3
BonusCount3,보너스 개수 3
QuestId,달성조건 퀘스트 아이디
AcievementType,달성조건 보상 타입
AcievementId,달정조건 아이템 아이디
AcievementValue,달성조건 지급 개수
DueDate,지급기간
EveryDayType,매일 지급 아이템 타입
EveryDayId,매일 지급 아이템 아이디
EveryDayCount,매일 지급 개수
MoneyId,판매 재화 아이디
MoneyIValue,판매 액수
AosUId,구글 현금 결제 아이디
IosUId,애플 현금 결제 아이디
SamsungId,삼성 스토어 결제 아이디
OneId,원스토어 결제 아이디
MileageId,마일리지 아이디
GiveType,상품 지급 위치
LimitServer,서버 구매 개수 제한
LimitServerCount,서버 구매 제한 개수
LimitTarget,구매 제한 대상
LimitCountType,구매 제한 타입
LimitCountValue,구매 제한 횟수
LevelType,레벨 제한 구분 여부
LimitLevelMin,최소 레벨 제한
LimitLevelMax,최대 레벨 제한
IconId,상품 아이콘 아이디
OrderType,정렬 타입
OrderNum,정렬 순서
TagIconId,태그 아이콘
OnOffType,상품 표시 타입
OnOfTimeStart,상품 표시 시작 시간
OnOfTimeEnd,상품 표시 종료 시간
SubIBag,청약철회 가능 가방 이용
DisplayOnOff,구매시 상점에서 제외
HotDeal,할인 여부
HotDealTimeStart,핫딜 시작 시간
HotDealTimeEnd,핫딜 종료 시간
DiscountRate,할인율
GuildGift,길드원 선물
GuildGiftStr,길드 선물 텍스트
Gotab,재화부족 이동 아이디
ReleaseTime,출시 예정 시간
OnePlus,1+1 표시
MoneyValue,구매 재화(1회)
MoneyValue_Many,구매 재화(10회)
상품 타입,상품 타입
지급 품목,지급 품목
BuyItemId,우선 사용 아이템 (1회)
BuyItemValue,소비 수량(1회)
BuyItemId_Many,우선 사용 아이템 (10회)
BuyItemValue_Many,소비 수량(10회)
MileageValue_Many,다회 지급 마일리지 액수
DayMaxValue,1일 최대 횟수
Level_Limited,레벨 제한
BuffId,버프ID
BuffExplain,버프 설명
BuffUseType,사용 타입
ApplyType,버프적용타입
BuffTarget,적용대상
UpdateRule,버프적용룰
KeepType_Die,사망시유지
KeepType_StageOut,월드이동시유지
KeepType_LogOut,접속종료시유지
BuffArmorType,버프방어타입
Buffprobability,버프공격점수
BuffOverlap,버프 중첩
OverLapCallGroupID,버프중첩콜
BuffAttackID,버프공격아이디
TimeType,시간타입
BuffType,버프 타입
BuffTime,유지시간(초)
LevelUpBuffTime,레벨당유지시간증가
BuffIndexType_1,효과종류1
BuffIndex_1,효과번호1
BuffValue_1,버프벨류1
LevelUpBuffValue_1,레벨당벨류상승1
BuffValueEx_1,버프벨류EX1
BuffIndexType_2,효과종류2
BuffIndex_2,효과번호2
BuffValue_2,버프벨류2
LevelUpBuffValue_2,레벨당벨류상승2
BuffValueEx_2,버프벨류EX2
BuffIndexType_3,효과종류3
BuffIndex_3,효과번호3
BuffValue_3,버프벨류3
LevelUpBuffValue_3,레벨당벨류상승3
BuffValueEx_3,버프벨류EX3
PassiveID,적용패시브
detachBuffID,삭제버프아이디
Level_Limited,레벨 제한
EffectSid,사용효과
스케쥴 타입1,마방진 / 비정봉 / 토벌 / 보스토벌 입장권 초기화 시간
스케쥴 타입2,문파 활동 보고 / 지원 / 영지 관리 초기화 시간
스케쥴 타입3,일일 과제 초기화 시간
스케쥴 타입4,반복 임무 초기화 시간
스케쥴 타입5,개인 / 문파 랭킹 초기화 시간
스케쥴 타입6,사망 페널티 초기화 시간
스케쥴 타입7,문파기부 액수 일일 초기화 시간
스케쥴 타입8,문파기부 기록 일일 초기화 시간
스케쥴 타입9,문파기부 기록 주간 초기화 시간
스케쥴 타입10,원정대 오픈 시간 및 유지 시간
스케쥴 타입11,표국 제작 횟수 일일 초기화 시간
스케쥴 타입12,표국 제작 횟수 주간 초기화 시간
스케쥴 타입13,표국 제작 횟수 월간 초기화 시간
스케쥴 타입14,이벤트 드랍 초기화 시간
스케쥴 타입15,상점 초기화 시간
스케쥴 타입16,가챠 초기화 시간
스케쥴 타입17,흑철 일일 누적 채광량 초기화 시간
스케쥴 타입18,배틀패스 초기화 시간
스케쥴 타입19,유지이벤트 초기화 시간
스케쥴 타입20,FT 거래소 초기화 시간
DetailMainQuestID,퀘스트 아이디
EventID,이벤트ID
EventType,이벤트타입
MaxStep,최대 진행 수
StarCondition,시작 조건
StartTime,시작 값
CloseCondition,종료 조건
CloseTime,종료 값
UiButtonName,이벤트 이름
UiOrderNum,정렬 순서
GoalCompleteStep,보상 순서
GoalCompleteValue,달성 값
Reward1Id,보상 #1
Reward1Count,수량 #1
Reward2Id,보상 #2
Reward2Count,수량 #2
Reward3Id,보상 #3
Reward3Count,수량 #3
RetryGoalCostId,구매 값
RetryGoalCostValue,가격
SeasonBuffFist1,1그룹 시즌 버프 #1
SeasonBuffFist2,1그룹 시즌 버프 #2
SeasonBuffSecond1,2그룹 시즌 버프 #1
SeasonBuffSecond2,2그룹 시즌 버프 #2
AosUidValue1,1그룹 구글 가격
IosUidValue1,1그룹 iOS 가격
OneStoreValue1,1그룹 원스토어 가격
SamsungValue1,1그룹 삼성스토어 가격
AosUidValue2,2그룹 구글 가격
IosUidValue2,2그룹 iOS 가격
OneStoreValue2,2그룹 원스토어 가격
SamsungValue2,2그룹 삼성스토어 가격
title,미션
completecount,목표
missionpoint,포인트
immediateid,즉시완료 재화
value,즉시완료 비용
NUMBER,보상 번호
NeedPoint,필요 포인트
R1,기본 보상
R1 Value,수량 
R2,1그룹 보상
R2 Value,수량  
R3,2그룹 보상
R3 Value,수량   
CostID,머니 아이디
LimitGuildMax,최대 문파 보유량
LimitSystemMax,최대 시스템 보유량
AttributeType_Number,능력치 번호
RewardCostId,보상 재화
RunSpeed,이동속도
SkillMinLv,최소 레벨
SkillMaxLv,최대 레벨 
Passive,지속 패시브
PassivePartyBuffID,파티 지속 버프
PassivePartyBuffLv,파티 지속 버프 레벨
SkillOnlyPassive,스킬전용 패시브
PassiveId,패시브 아이디
PassiveMainType,패시브 타입
PassiveType,패시브 발동 유형
CastingCondition,패시브 조건
ConditionValue,패시브 조건 값 #1
ConditionValue01,패시브 조건 값 #2
ConditionValue02,패시브 조건 값 #3
ConditionPer,발동 확률
LVConditionPer,레벨에 따른 발동 확률 증가
CoolTime,쿨타임
LVCoolTime,레벨에 따른 쿨타임 감소
BuffTargetType,버프 대상
SkillPassiveLevel,스킬 패시브 레벨
BuffLink,버프 링크
SpecialAbilityType,특수 효과 타입
SpecialAbilityValue01,특수 효과 값 #1
SpecialAbilityValue02,특수 효과 값 #2
AbilityType_1,효과종류 #1
AbilityValue_1,효과값_1 #1
LevelUpAbilityValue_1,레벨업 효과값 #1
AbilityValueEx_1,효과값_2 #1
AbilityType_2,효과종류 #2
AbilityValue_2,효과 값_1 #2
LevelUpAbilityValue_2,레벨업 효과값 #2
AbilityValueEx_2,효과 값_2 #2
IsSmite,강타 여부
StageLevel,레벨
SmeltingOneDownProbability,약화 확률
TotemId,토템 아이디
AccuracyPer,명중률
CriticalPer,치명률
CriticalOutcomePer,치명 피해율
AttackDelay,공격 간격
SkillAttackID,어택 ID
Cleartime,클리어 시간
DetectRange,인식 거리
ContributeRewardTypeSub1,보상 #1
ContributeRewardTypeSub2,보상 #2
ContributeRewardTypeSub3,보상 #3
ContributeRewardTypeSub4,보상 #4
ContributeRewardTypeSub5,보상 #5
ContributeRewardTypeSub6,보상 #6
ContributeRewardTypeSub7,보상 #7
ContributeRewardTypeSub8,보상 #8
ContributeRewardTypeSub9,보상 #9
ContributeRewardTypeSub10,보상 #10
ContributeGradeText,기여도 등급
ContributeMax,기여도 순위 최대 값
ContributeMin,기여도 순위 최소 값
ContributeGrade,기여도 등급 구분
NameTagDropItemId,확정 드랍 아아디
QuestDropId,퀘스트 아이템
DungeonScriptData,스크립트 파일명
UniqueID,스크립트 ID
Progress_Enter_Condition,스크립트 조건
Raid_Script,스크립트 내용
AuctionGuildDevId,입찰 조건(문파기술)
AuctionGuildDevLevel,조건 레벨
AuctionMoneyId,경매재화
AuctionMoneyValueMin,입찰 시작금액
AuctionIncreaseRate,입찰금액 증가비율
AuctionEndRunTimeMinute,공성전 대기 시간
SiegeRunTimeMinute,공성전 진행시간
AllyMemberMax,동맹 입장 인원
Reward_GuildMoneyId01,문파보상 재화
Reward_GuildMoneyCnt01,문파보상 수량
SiegeZone_MaxPoint,점령 필요 포인트
SiegeZone_AddPoint,주기당 상승 포인트
SiegeZone_FallPoint,감소 포인트
SiegeZone_LockTimeSec,점령 보호 시간(초)
SiegeRankingPoint,점령 랭킹 포인트
RewardMoneyId01,재화 보상 #1
RewardMoneyCnt01,재화 수량 #1
RewardMoneyId02,재화 보상 #2
RewardMoneyCnt02,재화 수량 #2
RewardItemUseId01,보상 아이템
RewardItemCnt01,아이템 수량
GetBuffPerOwner_BuffId,적용 버프
GetBuffPerOwner_MaxLv,버프 최대 레벨
GetBuffPerOwner_CheckInterval,체크 간격
ProductionTime,생산시간
ReproductionCoolTime,재생산시간
SiegeWeaponReqMoneyId01,제작 재화 #1
SiegeWeaponReqMoneyCnt01,제작 비용 #1
SiegeWeaponReqMoneyId02,제작 재화 #2
SiegeWeaponReqMoneyCnt02,제작 비용 #2
SiegeWeaponReqMoneyId03,제작 재화 #3
SiegeWeaponReqMoneyCnt03,제작 비용 #3
SiegeWeaponReqMoneyId04,제작 재화 #4
SiegeWeaponReqMoneyCnt04,제작 비용 #4
EventValue,보상 갯수
ItemRate,확률
user_event_type,이벤트타입
EventGachaCountType,가챠 무료 타입
EventGachaCount,무료 횟수
EventGachaTime,무료 초기화 시간(H)
EventMileageValue,1회 소환 향로 포인트
EventMileageValue_Many,10회 소환 향로 포인트
EventMileageCost,향로 최대 포인트
EventGacha_DailyCount,일일 제한 횟수
GachaMoneyId,사용 재화
CollectNameSID,달성도 이름	
CollectStep,달성 단계
TrainingTotalLevel,필요 레벨
TrainingStatusId,혈도 아이디
TrainingLevel,레벨
Training_NeedCostId,강화 재화
Training_NeedUse01Id,혈도 강화 재료 #1
Training_NeedItem01Count,재료 개수 #1
Training_NeedUse02Id,혈도 강화 재료 #2
Training_NeedItem02Count,재료 개수 #2
Training_Success,성공 확률
Training_Fail,실패 확률
Training_CriticalFail,주화입마 확률
CriticalFail_Down1Level,1레벨 다운 확률
CriticalFail_Down2Level,2레벨 다운 확률
CriticalFail_Down3Level,3레벨 다운 확률
CriticalFail_Down4Level,4레벨 다운 확률
CriticalFail_Down5Level,5레벨 다운 확률
TranceStep,초월 단계
ReqCostType1,초월 재화 #1
ReqCostValue1,초월 비용 #1
ReqCostType2,초월 재화 #2
ReqCostValue2,초월 비용 #2
TranceSuccessRatio,성공 확률
TranceEffectValue,추가 능력치
TranceFailItemID1,실패 지급 보상 #1
TranceFailItemRatio1,보상 확률 #1
TranceFailItemCntMin1,최소 수량 #1
TranceFailItemCntMax1,최대 수량 #1
TranceFailItemID2,실패 지급 보상 #2
TranceFailItemRatio2,보상 확률 #2
TranceFailItemCntMin2,최소 수량 #2
TranceFailItemCntMax2,최대 수량 #2
TranceFailItemID3,실패 지급 보상 #3
TranceFailItemRatio3,보상 확률 #3
TranceFailItemCntMin3,최소 수량 #3
TranceFailItemCntMax3,최대 수량 #3
TranceFailItemID4,실패 지급 보상 #4
TranceFailItemRatio4,보상 확률 #4
TranceFailItemCntMin4,최소 수량 #4
TranceFailItemCntMax4,최대 수량 #4
QuestDropOBJID,오브젝트 아이디
stage,지역
ObjectName,이름
QuestType,퀘스트 타입
CountMin,최소
CountMax,최대
DropRate,드랍 확률
ServerVisitUseContents,콘텐츠 이용 여부
ContentsName,콘텐츠
RevivalSID,부활 지역
PkWin_ServerVister_PkDefeat_NotServerVister_Gain_ItemId,원정대 승리 아이템
PkWin_ServerVister_PkDefeat_NotServerVister_Gain_ItemCount,원정대 승리 아이템 개수
PkWin_NotServerVister_PkDefeat_ServerVister_Gain_ItemId,원주민 승리 아이템
PkWin_NotServerVister_PkDefeat_ServerVister_Gain_ItemCount,원주민 승리 아이템 개수
PkWin_ADay_Gain_MaxCount_ServerVister,원정대 아이템 제한
PkWin_ADay_Gain_MaxCount_NotServerVister,원주민 아이템 제한
ServerVisitLifeCount,원정대 기본 생명력 개수
Server_Visit_Max_Count,원정 최대 인원
Server_Visit_Open_Hour,원정 오픈 시간(24H)
Server_Visit_Open_Min,원정 오픈 분
Server_Visit_Keep_Time,원정 오픈 유지 시간(초)
itemmakeid,아이템 제작 아이디
MakeLimitType,제작 횟수 제한 단위
MakeWorldLimitCount,서버 제작 제한 횟수
MakeTryLimitCount,제작 시도 제한 횟수
MakeSuccessLimitCount,제작 성공 제한 횟수
MakePeriodType,제작 기간 타입
MakePeriodStartDate,제작 기간 시작 시간
MakePeriodEndDate,제작 기간 종료 시간
SchedulerCycleId,제작 횟수 리셋 주기
BroadCastType,방송 타입
SortOrder,정렬 순위
MakeFailReward01Rate,실패 시 1번 보상 지급 확률
MakeFailReward01Type,실패 시 1번 보상 지급 타입
MakeFailReward01Id,실패 시 1번 보상 지급 아이템
MakeFailReward01Count,실패 시 1번 보상 지급 수량
MakeFailReward02Rate,실패 시 2번 보상 지급 확률
MakeFailReward02Type,실패 시 2번 보상 지급 타입
MakeFailReward02Id,실패 시 2번 보상 지급 아이템
MakeFailReward02Count,실패 시 2번 보상 지급 수량 
MakeFailReward03Rate,실패 시 3번 보상 지급 확률
MakeFailReward03Type,실패 시 3번 보상 지급 타입
MakeFailReward03Id,실패 시 3번 보상 지급 아이템
MakeFailReward03Count,실패 시 3번 보상 지급 수량
MakeFailReward04Rate,실패 시 4번 보상 지급 확률
MakeFailReward04Type,실패 시 4번 보상 지급 타입
MakeFailReward04Id,실패 시 4번 보상 지급 아이템
MakeFailReward04Count,실패 시 4번 보상 지급 수량
ItemMakeID,제작 아이템
TargetDistanceMax,공격 발동 최대 사정거리(cm)
AttackDistanceMax,공격 거리Max(cm)
AttackHeight,공격 높이(cm)
AttackWidth,공격 너비(cm)
RequestGetPer,수집확률
QuestGetPer,수집확률
MissionGetPer,수집확률
Quest Type,퀘스트 타입
AuctionStartWeekInterval,공성전 경매 주기
AuctionStartDayOfWeek,공성전 경매 시작 요일
AuctionStartTime,공성전 경매 시작 시간
AuctionRunTimeMinute,공성전 경매 소요 시간
AuctionExtensionTimeMinute,공성전 경매 최대 연장 시간
SiegeEve_EventDrop_StartDay,공성전 전야제 시작
SiegeEve_EventDrop_EndDay,공성전 전야제 종료
SiegeEve_ItemColection_StartDay,공성전 전야제 보감 시작
SiegeEve_ItemColection_EndDay,공성전 전야제 보감 종료
STRONGPOINTID_101,비천비곡 점령전
STRONGPOINTID_102,뱀골비곡 점령전
STRONGPOINTID_103,적월비곡 점령전
expdtype_1,문파원정
expdtype_3,문파도전
EventTimeline_7001,우투칸 등장 시간
EventTimeline_7003,네르칸 등장 시간
EventTimeline_8001,생령의 습격 시작 시간
EventTimeline_30110,미궁보스 등장 시간
EventTimeline_30122,미궁보스 등장 시간 #2
EventTimeline_40112,비곡보스 등장 시간
EventTimeline_40124,비곡보스 등장 시간 #2
SkillType,스킬타입
UnlockNeedItemCount,소환 시 요구수량
XdracoProbability,Xdarco 제작 확률
XdracoSuccessRate,Xdraco 확률
